News,Label
DLF Ltd. shares gains 2.87% as Nifty gains,1.0
Biocon Ltd. shares up 2.04% as Nifty gains,1.0
TVS Motor Company Ltd. shares gains 0.7% as Nifty gains,1.0
Ashok Leyland Ltd. shares gains 2.49% as Nifty gains,1.0
Apollo Hospitals Enterprise Ltd. shares gains 2.64% as Nifty gains,1.0
Divi's Laboratories Ltd. shares gains 3.59% as Nifty gains,1.0
Lupin Ltd. shares up 5.31% as Nifty gains,1.0
"Sensex gains 170 points, Nifty above 11,550; pharma stocks jump up to 10%",1.0
Trade Setup: Nifty unlikely to see strong move; avoid large position,1.0
"Tech View: Nifty50 breakout false, counter-trend rally might just end",0.0
F&O: Nifty50 negates higher top and bottom; VIX too sees a spike,1.0
"Sensex sheds 323 pts on weak global cues, Nifty below 11,550; banking and metal stocks crack",0.0
"11,500 a make or break level for Nifty",0.0
LIC Housing Finance Ltd. shares falls 1.86% as Nifty drops,0.0
Stock market update: Nifty Metal index falls over 1%; Hindalco Ind drops 4%,0.0
Stock market update: Nifty Realty index sheds 1%; DLF drops over 3%,0.0
Lupin Ltd. shares down 0.54% as Nifty falls,0.0
Stock market update: Nifty Financial Services index loses 1%; Bajaj Finserv down 2%,0.0
NMDC Ltd. shares down 2.7% as Nifty drops,0.0
Petronet LNG Ltd. shares down 1.22% as Nifty drops,0.0
Bajaj Holdings & Investment Ltd. shares down 0.71% as Nifty falls,0.0
MRF Ltd. shares fall 0.15% as Nifty drops,0.0
Crompton Greaves Consumer Electricals Ltd. shares down 1.23% as Nifty drops,0.0
ACC Ltd. shares up 1.54% as Nifty drops,0.0
"Tech View: Nifty above crucial hurdles, is eyeing more gains",0.0
Indraprastha Gas Ltd. shares down 1.91% as Nifty gains,1.0
Bharti Infratel Ltd. shares fall 0.91% as Nifty drops,0.0
Berger Paints (India) Ltd. shares rise 0.44% as Nifty gains,1.0
Hindustan Petroleum Corporation Ltd. shares down 1.82% as Nifty gains,1.0
Tata Power Company Ltd. shares down 0.17% as Nifty gains,1.0
Shares of Lupin Ltd. rises as Nifty gains,1.0
Stock market update: Nifty Pharma index gains 1%; Divi's Lab rises 3%,1.0
Divi's Laboratories Ltd. shares rise 1.76% as Nifty gains,1.0
Pidilite Industries Ltd. shares gains 0.08% as Nifty gains,1.0
Stock market update: Nifty Auto index up 2%; Tata Motors gains 3%,1.0
Piramal Enterprises Ltd. shares fall 0.06% as Nifty drops,0.0
ICICI Prudential Life Insurance Company Ltd. shares gains 1.18% as Nifty gains,1.0
Share price of Shriram Transport Finance Company Ltd. rises as Nifty strengthens,1.0
Shares of REC Ltd. rises as Nifty gains,1.0
Share price of Voltas Ltd. rises as Nifty strengthens,1.0
Power Finance Corporation Ltd. shares up 1.88% as Nifty gains,1.0
NMDC Ltd. shares up 5.3% as Nifty gains,1.0
"Sensex gains 50 points ahead of Fed outcome; Nifty nears 11,550",1.0
"Sensex gains 25 points, Nifty nears 11,550; LVB rallies 10%",1.0
"Watch out! 11,562 level on Nifty could prove make or break point",0.0
"Trade setup: 11,430 level key for Nifty50 to log incremental gains",1.0
"Sensex reclaims 39,000, ends 288 points higher; Nifty tops 11,500, pharma and banking stocks shine",1.0
"Sensex rises 288 points on inflation data, global cues; Nifty tops 11,500",1.0
NMDC Ltd. shares down 0.56% as Nifty falls,0.0
Berger Paints (India) Ltd. shares down 0.07% as Nifty gains,1.0
GAIL (India) Ltd. shares down 0.71% as Nifty falls,0.0
Stock market update: Nifty IT index gains 1%; L&T Infotech rises 3%,1.0
REC Ltd. shares up 0.09% as Nifty gains,1.0
Shares of Tata Power Company Ltd. rises as Nifty gains,1.0
Exide Industries Ltd. shares gains 0.94% as Nifty gains,1.0
Share price of Ambuja Cements Ltd. rises as Nifty strengthens,1.0
Shares of Hindustan Petroleum Corporation Ltd. rises as Nifty gains,1.0
Motherson Sumi Systems Ltd. shares gains 3.22% as Nifty gains,1.0
Piramal Enterprises Ltd. shares gains 1.51% as Nifty gains,1.0
Pidilite Industries Ltd. shares up 1.82% as Nifty gains,1.0
"Sensex gains 200 points on firm global cues, Nifty nears 11,500; financials top contributors",1.0
"Tech View: Nifty50 forms a Bearish Engulfing pattern, signals weakness",0.0
F&O: Nifty50 negates higher lows of last 2 sessions; rising VIX too a worry,1.0
"Sensex drops 98 pts, Nifty holds above 11,400; IT stocks rally",0.0
Pidilite Industries Ltd. shares down 0.08% as Nifty falls,0.0
Stock market update: Nifty Media index rises 2%; Dish TV climbs 5%,1.0
Stock market update: Nifty Realty index gains 5%; Prestige Estates jumps 8%,1.0
Aurobindo Pharma Ltd. shares down 0.3% as Nifty falls,0.0
Zee Entertainment Enterprises Ltd. shares up 0.41% as Nifty gains,1.0
NMDC Ltd. shares gains 1.61% as Nifty gains,1.0
Power Finance Corporation Ltd. shares up 0.54% as Nifty gains,1.0
Share price of Mahindra & Mahindra Financial Services Ltd. rises as Nifty strengthens,1.0
DLF Ltd. shares rise 1.33% as Nifty gains,1.0
Tata Power Company Ltd. shares up 1.32% as Nifty gains,1.0
LIC Housing Finance Ltd. shares gains 2.93% as Nifty gains,1.0
Shares of Voltas Ltd. rises as Nifty gains,1.0
"F&O: Nifty50 trend positive, is suitable for ‘buy on dips’",1.0
"Sensex, Nifty eke out gains amid mixed cues; IT stocks shine",1.0
Share price of Berger Paints (India) Ltd. falls as Nifty weakens,0.0
Share price of Petronet LNG Ltd. falls as Nifty weakens,0.0
REC Ltd. shares falls 0.28% as Nifty drops,0.0
Power Finance Corporation Ltd. shares up 1.1% as Nifty drops,0.0
Zee Entertainment Enterprises Ltd. shares down 1.23% as Nifty drops,0.0
Ambuja Cements Ltd. shares down 0.28% as Nifty drops,0.0
Tata Power Company Ltd. shares up 0.63% as Nifty gains,1.0
Colgate-Palmolive (India) Ltd. shares up 0.2% as Nifty gains,1.0
Stock market update: Nifty IT index gains over 1%; Coforge leaps 8%,1.0
Shriram Transport Finance Company Ltd. shares up 1.76% as Nifty gains,1.0
Indiabulls Housing Finance Ltd. shares up 1.8% as Nifty gains,1.0
Share price of Piramal Enterprises Ltd. rises as Nifty strengthens,1.0
Bharti Infratel Ltd. shares up 3.25% as Nifty drops,0.0
"Sensex rises 80 points, Nifty above 11,450; Future Retail gains 5%",1.0
MRF Ltd. shares gains 0.11% as Nifty gains,1.0
Divi's Laboratories Ltd. shares down 0.63% as Nifty gains,1.0
Shares of Zee Entertainment Enterprises Ltd. rises as Nifty gains,1.0
Berger Paints (India) Ltd. shares up 1.56% as Nifty gains,1.0
Power Finance Corporation Ltd. shares up 2.46% as Nifty gains,1.0
Pidilite Industries Ltd. shares up 1.22% as Nifty gains,1.0
Exide Industries Ltd. shares rise 1.25% as Nifty gains,1.0
Tata Power Company Ltd. shares up 1.35% as Nifty gains,1.0
Shares of LIC Housing Finance Ltd. rises as Nifty gains,1.0
"Sensex rises 300 points on firm global cues; Nifty tops 11,350",1.0
InterGlobe Aviation Ltd. shares rise 2.26% as Nifty gains,1.0
"Sensex rises 200 points, Nifty nears 11,350; Dilip Buildcon gains 6%",1.0
"Tech View: Nifty50 stages late recovery; 11,300 level key now",0.0
"Sensex pares 260 points from day's low but still ends 171 points down; Nifty slides below 11,300",0.0
"Sensex drops 171 pts, Nifty ends below 11,300; banking stocks drag",0.0
Share price of GAIL (India) Ltd. falls as Nifty weakens,0.0
Petronet LNG Ltd. shares falls 0.93% as Nifty drops,0.0
Share price of Tata Power Company Ltd. falls as Nifty weakens,0.0
Stock market update: Nifty Pharma index gains 1%; Biocon rises 3%,1.0
ICICI Prudential Life Insurance Company Ltd. shares down 1.07% as Nifty falls,0.0
Power Finance Corporation Ltd. shares down 2.06% as Nifty drops,0.0
Shree Cements Ltd. shares up 0.06% as Nifty gains,1.0
Shares of Piramal Enterprises Ltd. falls as Nifty drops,0.0
Stock market update: Nifty Bank index falls nearly 3%; SBI tanks 5%,0.0
ACC Ltd. shares up 0.51% as Nifty gains,1.0
Share price of Marico Ltd. falls as Nifty weakens,0.0
InterGlobe Aviation Ltd. shares falls 2.52% as Nifty drops,0.0
Ambuja Cements Ltd. shares up 0.75% as Nifty drops,0.0
Voltas Ltd. shares falls 0.35% as Nifty drops,0.0
MRF Ltd. shares falls 0.32% as Nifty drops,0.0
Berger Paints (India) Ltd. shares up 0.18% as Nifty gains,1.0
Biocon Ltd. shares up 0.72% as Nifty gains,1.0
"Tech View: Nifty forms bearish candle, faces hurdle at 11,450",0.0
"F&O: VIX spike indicates swings ahead; Nifty hurdle is at 11,450",0.0
Shriram Transport Finance Company Ltd. shares down 1.18% as Nifty gains,1.0
Ambuja Cements Ltd. shares down 1.0% as Nifty gains,1.0
Havells India Ltd. shares down 0.79% as Nifty gains,1.0
Divi's Laboratories Ltd. shares down 1.38% as Nifty gains,1.0
Share price of Berger Paints (India) Ltd. rises as Nifty strengthens,1.0
Shares of Indraprastha Gas Ltd. as Nifty gains,1.0
Lupin Ltd. shares up 0.12% as Nifty gains,1.0
Indiabulls Housing Finance Ltd. shares rise 2.31% as Nifty gains,1.0
Pidilite Industries Ltd. shares rise 1.31% as Nifty gains,1.0
Shares of Apollo Hospitals Enterprise Ltd. rises as Nifty gains,1.0
Hindustan Petroleum Corporation Ltd. shares up 0.76% as Nifty gains,1.0
"Sensex rises 125 points on firm global cues; Nifty nears 11,400",1.0
Piramal Enterprises Ltd. shares up 3.79% as Nifty gains,1.0
F&O: Nifty50 seems stuck in a range; drop in VIX only solace,0.0
Lupin Ltd. shares down 1.63% as Nifty drops,0.0
Stock market update: Nifty Realty index sheds 1%; DLF loses over 2%,0.0
Piramal Enterprises Ltd. shares down 2.72% as Nifty drops,0.0
Info Edge (India) Ltd. shares up 0.6% as Nifty drops,0.0
Indiabulls Housing Finance Ltd. shares down 0.31% as Nifty drops,0.0
Share price of MRF Ltd. falls as Nifty weakens,0.0
Share price of Zee Entertainment Enterprises Ltd. falls as Nifty weakens,0.0
"Sensex slips 50 points on weak global cues; Nifty near 11,330",0.0
Petronet LNG Ltd. shares up 0.72% as Nifty drops,0.0
NMDC Ltd. shares up 0.85% as Nifty drops,0.0
"Sensex rises 70 points, Nifty50 above 11,350; Vodafone Idea rallies 9%",1.0
"Trade Setup: Nifty may weaken some more; 11,430 level is key",0.0
"Tech View: Nifty forms indecisive candle, losing momentum rapidly",0.0
Share price of ICICI Prudential Life Insurance Company Ltd. falls as Nifty weakens,0.0
Share price of Shriram Transport Finance Company Ltd. falls as Nifty weakens,0.0
Zee Entertainment Enterprises Ltd. shares up 0.25% as Nifty drops,0.0
Share price of NMDC Ltd. falls as Nifty weakens,0.0
Piramal Enterprises Ltd. shares down 2.15% as Nifty drops,0.0
GAIL (India) Ltd. shares 0.0% as Nifty drops,0.0
Stock market update: Nifty FMCG index falls 1%; ITC down 2%,0.0
Ambuja Cements Ltd. shares down 1.93% as Nifty drops,0.0
Colgate-Palmolive (India) Ltd. shares down 0.85% as Nifty drops,0.0
Share price of Pidilite Industries Ltd. falls as Nifty weakens,0.0
Share price of Havells India Ltd. falls as Nifty weakens,0.0
Petronet LNG Ltd. shares up 0.21% as Nifty drops,0.0
Share price of Voltas Ltd. falls as Nifty weakens,0.0
Share price of Lupin Ltd. falls as Nifty weakens,0.0
Biocon Ltd. shares up 1.32% as Nifty drops,0.0
"Sensex falls 650 points, Nifty tests 11,350; SBI sheds 2%",0.0
F&O: Nifty50 faces a hurdle at higher level; VIX drops 2.83%,0.0
Indiabulls Housing Finance Ltd. shares down 1.93% as Nifty gains,1.0
Divi's Laboratories Ltd. shares down 0.64% as Nifty gains,1.0
Stock market update: Nifty Pharma index climbs 1%; Biocon rises 3%,1.0
Ambuja Cements Ltd. shares down 1.61% as Nifty gains,1.0
Power Finance Corporation Ltd. shares down 0.47% as Nifty gains,1.0
Share price of Lupin Ltd. rises as Nifty strengthens,1.0
Stock market update: Nifty Media index rises 1%; Dish TV jumps 5%,1.0
Share price of Page Industries Ltd. falls as Nifty weakens,0.0
LIC Housing Finance Ltd. shares down 0.74% as Nifty drops,0.0
REC Ltd. shares down 0.49% as Nifty gains,1.0
Stock market update: Nifty Auto index gains nearly 1%; Maruti Suzuki climbs 2%,1.0
Zee Entertainment Enterprises Ltd. shares up 1.74% as Nifty drops,0.0
Colgate-Palmolive (India) Ltd. shares down 0.14% as Nifty drops,0.0
Share price of Berger Paints (India) Ltd. rises as Nifty strengthens,1.0
Share price of Pidilite Industries Ltd. rises as Nifty strengthens,1.0
Havells India Ltd. shares up 1.28% as Nifty gains,1.0
Stock market update: Nifty IT index gains 2%; Wipro climbs 4%,1.0
Voltas Ltd. shares up 0.78% as Nifty gains,1.0
"Sensex gains 55 points on strong global cues; Nifty above 11,550",1.0
Avenue Supermarts Ltd. shares up 3.37% as Nifty gains,1.0
"Sensex rises 125 points, Nifty tops 11,550; Voda Idea rallies 10%",1.0
"Sensex gains 185 pts, Nifty tops 11,500; auto, metal stocks rally",1.0
"Sensex gains 185 points on strong macroeconomic data; Nifty near 11,550",1.0
Stock market update: Nifty Commodities index gains over 1%; Oil India climbs 3%,1.0
Power Finance Corporation Ltd. shares down 1.49% as Nifty gains,1.0
Petronet LNG Ltd. shares down 0.86% as Nifty drops,0.0
Stock market update: Nifty Realty index slips 1%; DLF falls over 2%,0.0
Stock market update: Nifty PSU Bank index fall nearly 2%; Bank of India loses 3%,0.0
Share price of Ambuja Cements Ltd. rises as Nifty strengthens,1.0
Divi's Laboratories Ltd. shares up 0.84% as Nifty gains,1.0
Share price of Shree Cements Ltd. rises as Nifty strengthens,1.0
Share price of ICICI Prudential Life Insurance Company Ltd. falls as Nifty weakens,0.0
Page Industries Ltd. shares up 3.65% as Nifty gains,1.0
"Sensex up 65 points on strong global cues; Nifty flat near 11,475",1.0
"Sensex gains 50 points, Nifty at 11,478; Vodafone Idea surges 9%",1.0
Share price of Shriram Transport Finance Company Ltd. rises as Nifty strengthens,1.0
ACC Ltd. shares up 0.64% as Nifty gains,1.0
Shree Cements Ltd. shares down 0.73% as Nifty gains,1.0
Marico Ltd. shares up 0.07% as Nifty gains,1.0
Colgate-Palmolive (India) Ltd. shares up 0.38% as Nifty gains,1.0
Container Corporation of India Ltd. shares up 1.23% as Nifty gains,1.0
Stock market update: Nifty PSU Bank index falls nearly 2%; Bank of India sheds 5%,0.0
Share price of Pidilite Industries Ltd. rises as Nifty strengthens,1.0
Berger Paints (India) Ltd. shares up 1.73% as Nifty gains,1.0
Stock market update: Nifty Financial Services index up; Power Finance Corp gains 3%,1.0
Tata Power Company Ltd. shares up 0.43% as Nifty gains,1.0
Divi's Laboratories Ltd. shares up 2.28% as Nifty gains,1.0
Share price of REC Ltd. rises as Nifty strengthens,1.0
"Sensex gains 50 points, Nifty reclaims 11,400; Vodafone Idea rises 4%",1.0
NMDC Ltd. shares down 8.6% as Nifty drops,0.0
Shriram Transport Finance Company Ltd. shares down 7.42% as Nifty drops,0.0
Share price of Bajaj Holdings & Investment Ltd. falls as Nifty weakens,0.0
Share price of Tata Power Company Ltd. falls as Nifty weakens,0.0
Stock market update: Nifty Realty index falls nearly 3%; DLF dips 6%,0.0
Share price of Pidilite Industries Ltd. falls as Nifty weakens,0.0
Ambuja Cements Ltd. shares down 2.36% as Nifty drops,0.0
Stock market update: Nifty Metal index falls over 2%; NMDC dips 8%,0.0
Share price of MRF Ltd. falls as Nifty weakens,0.0
Share price of ICICI Prudential Life Insurance Company Ltd. falls as Nifty weakens,0.0
Share price of Page Industries Ltd. falls as Nifty weakens,0.0
Stock market update: Nifty Bank index falls 1%; Federal Bank dips 4%,0.0
Indiabulls Housing Finance Ltd. shares down 4.09% as Nifty gains,1.0
REC Ltd. shares down 0.49% as Nifty gains,1.0
Biocon Ltd. shares up 1.42% as Nifty gains,1.0
Petronet LNG Ltd. shares up 1.69% as Nifty gains,1.0
Container Corporation of India Ltd. shares up 0.79% as Nifty gains,1.0
Share price of GAIL (India) Ltd. rises as Nifty strengthens,1.0
Hindustan Petroleum Corporation Ltd. shares up 2.1% as Nifty gains,1.0
"Bank index likely to outperform Nifty, test 26,300 soon",1.0
"Trade Setup: Nifty50 looks strong; action likely in financials, midcaps",1.0
"Dalal Street week ahead: Nifty on firm footing, but dollar remains a big worry",0.0
"Tech View: Nifty enters overbought zone, momentum strong for now",1.0
"Sensex rises 354 pts on Fed comments; Nifty tops 11,650",1.0
Biocon Ltd. shares down 0.58% as Nifty gains,1.0
Pidilite Industries Ltd. shares down 0.71% as Nifty gains,1.0
Tata Power Company Ltd. shares down 1.38% as Nifty gains,1.0
Stock market update: Nifty Financial Services index gains 1%; Shriram Transport Fin leaps 6%,1.0
Share price of GAIL (India) Ltd. rises as Nifty strengthens,1.0
Stock market update: Nifty Media index rises over 1%; PVR jumps 4%,1.0
Share price of Page Industries Ltd. rises as Nifty strengthens,1.0
Share price of Hindustan Petroleum Corporation Ltd. rises as Nifty strengthens,1.0
Share price of REC Ltd. rises as Nifty strengthens,1.0
ICICI Prudential Life Insurance Company Ltd. shares up 1.77% as Nifty gains,1.0
Shriram Transport Finance Company Ltd. shares up 3.69% as Nifty gains,1.0
"Sensex adds 200 points on US Fed's focus on growth; Nifty above 11,600",1.0
Share price of NMDC Ltd. rises as Nifty strengthens,1.0
"Sensex gains 200 points, Nifty50 tops 11,600; Axis Bank rises 2%",1.0
"Sensex off day's high, ends 40 points higher; Nifty settles August F&O series at 11,559",1.0
Biggest India broker sees Nifty retesting record high by March,1.0
NMDC Ltd. shares down 0.26% as Nifty gains,1.0
Share price of Havells India Ltd. rises as Nifty strengthens,1.0
Share price of Marico Ltd. rises as Nifty strengthens,1.0
Stock market update: Nifty PSU Bank index rises 2%; Bank of India climbs 3%,1.0
Page Industries Ltd. shares down 0.22% as Nifty gains,1.0
Stock market update: Nifty Media index rises 1%; Dish TV surges 10%,1.0
Zee Entertainment Enterprises Ltd. shares up 0.57% as Nifty gains,1.0
Share price of ACC Ltd. rises as Nifty strengthens,1.0
Stock market update: Nifty Financial Services index rises; HDFC climbs 3%,1.0
Share price of Apollo Hospitals Enterprise Ltd. rises as Nifty strengthens,1.0
Avenue Supermarts Ltd. shares up 1.21% as Nifty gains,1.0
Voltas Ltd. shares up 1.45% as Nifty gains,1.0
LIC Housing Finance Ltd. shares up 1.68% as Nifty gains,1.0
Share price of Shriram Transport Finance Company Ltd. rises as Nifty strengthens,1.0
"Sensex rises 200 points ahead Fed chair's speech; Nifty near 11,600",1.0
"Sensex gains 190 points, Nifty tops 11,600; Oberoi Realty rises 7%",1.0
"Trade Setup: Nifty looks set to extend gains; banks, FMCG, consumption stocks should perform better",1.0
"Tech View: Nifty50 forms a bullish candle, but the momentum is weak",0.0
F&O: Major Nifty trend is positive; follow-up buying supporting bulls,1.0
"Sensex gains 230 pts on fag-end buying; Nifty ends at 11,550; Tata Motors jumps 9%",1.0
"Sensex, Nifty end at 6-month highs on gains in RIL, private bank stocks",1.0
Stock market update: Nifty Infrastructure index flat; Adani Ports & SEZ gains 3%,1.0
Piramal Enterprises Ltd. shares up 0.11% as Nifty gains,1.0
Aurobindo Pharma Ltd. shares down 0.73% as Nifty gains,1.0
Berger Paints (India) Ltd. shares down 1.2% as Nifty gains,1.0
Colgate-Palmolive (India) Ltd. shares down 0.19% as Nifty gains,1.0
Container Corporation of India Ltd. shares down 0.01% as Nifty gains,1.0
Hindustan Petroleum Corporation Ltd. shares down 0.47% as Nifty gains,1.0
ACC Ltd. shares down 0.4% as Nifty gains,1.0
Stock market update: Nifty Metal index rises 1%; NMDC climbs 3%,1.0
Share price of MRF Ltd. rises as Nifty strengthens,1.0
Stock market update: Nifty Financial Services index flat; Bajaj Holdings & Inv gains 4%,1.0
GAIL (India) Ltd. shares up 0.15% as Nifty gains,1.0
Stock market update: Nifty Auto index rises over 1%; Hero MotoCorp jumps 5%,1.0
Share price of Power Finance Corporation Ltd. rises as Nifty strengthens,1.0
Page Industries Ltd. shares up 0.09% as Nifty gains,1.0
Share price of Tata Power Company Ltd. rises as Nifty strengthens,1.0
NMDC Ltd. shares up 2.76% as Nifty drops,0.0
"Sensex rises 70 points as US-China tensions ease; Nifty near 11,500",1.0
"Sensex gains 50 points, Nifty nears 11,500; GIC Housing surges 13%",1.0
Trade Setup: Financials will continue to outperform; Nifty too showing strength,1.0
"F&O: Nifty continues to form higher highs & lows, supports shift higher",1.0
"Sensex gains for 3rd day, rises 45 pts; Nifty ends at 11,480; financial stocks rally",1.0
Stock market update: Nifty Commodities index fall; Aarti Ind down 3%,0.0
Bharti Infratel Ltd. shares down 0.83% as Nifty drops,0.0
Share price of Ambuja Cements Ltd. falls as Nifty weakens,0.0
Berger Paints (India) Ltd. shares down 0.06% as Nifty gains,1.0
Bajaj Holdings & Investment Ltd. shares down 0.9% as Nifty gains,1.0
Shree Cements Ltd. shares down 2.23% as Nifty gains,1.0
Pidilite Industries Ltd. shares up 0.31% as Nifty gains,1.0
Apollo Hospitals Enterprise Ltd. shares down 0.07% as Nifty gains,1.0
Stock market update: Nifty PSU Bank index rises over 1%; Bank of Maharashtra leaps 6%,1.0
Share price of Info Edge (India) Ltd. rises as Nifty strengthens,1.0
Piramal Enterprises Ltd. shares up 0.22% as Nifty gains,1.0
Tata Power Company Ltd. shares down 0.82% as Nifty gains,1.0
Share price of MRF Ltd. rises as Nifty strengthens,1.0
Stock market update: Nifty Financial Services index up; Power Fin Corp gains 3%,1.0
Aurobindo Pharma Ltd. shares up 0.42% as Nifty drops,0.0
Shriram Transport Finance Company Ltd. shares up 2.33% as Nifty gains,1.0
Share price of Power Finance Corporation Ltd. rises as Nifty strengthens,1.0
"Sensex rises 130 points, Nifty tops 11,500; Allcargo Logistics rallies 20%",1.0
Nifty’s golden crossover indicates further gains,1.0
Trade Setup: Nifty looks gung-ho despite tough technical situation,1.0
Financials drive Sensex 364 points higher; Nifty near 6-month high,1.0
"Sensex rises 364 points on Covid-19 treatment hopes; Nifty tops 11,450",1.0
Lupin Ltd. shares down 1.59% as Nifty gains,1.0
NMDC Ltd. shares down 1.14% as Nifty gains,1.0
Share price of Aurobindo Pharma Ltd. rises as Nifty strengthens,1.0
Share price of Mahindra & Mahindra Financial Services Ltd. rises as Nifty strengthens,1.0
Stock market update: Nifty Financial Services index jumps 2%; HDFC AMC rises 3%,1.0
Ambuja Cements Ltd. shares down 0.82% as Nifty gains,1.0
Share price of MRF Ltd. rises as Nifty strengthens,1.0
Hindustan Petroleum Corporation Ltd. shares down 0.31% as Nifty gains,1.0
GAIL (India) Ltd. shares up 0.84% as Nifty gains,1.0
Share price of Voltas Ltd. rises as Nifty strengthens,1.0
Page Industries Ltd. shares up 2.64% as Nifty gains,1.0
"Sensex rises 220 points, Nifty tops 11,400; Eicher Motors gains 5%",1.0
"Tech View: Nifty forms a bearish candle, but positive trend intact",1.0
"Financial, power stocks drive Sensex 214 points higher; Nifty tops 11,350",1.0
"Sensex gains 214 pts, Nifty tops 11,350; NTPC and Power Grid jump 5% each",1.0
Share price of Crompton Greaves Consumer Electricals Ltd. rises as Nifty strengthens,1.0
Colgate-Palmolive (India) Ltd. shares down 0.83% as Nifty gains,1.0
Bharti Infratel Ltd. shares down 0.2% as Nifty gains,1.0
Stock market update: Nifty Private Bank index gains 1%; Bandhan Bank up nearly 4%,1.0
Share price of Marico Ltd. rises as Nifty strengthens,1.0
Share price of Shree Cements Ltd. rises as Nifty strengthens,1.0
Share price of Bajaj Holdings & Investment Ltd. rises as Nifty strengthens,1.0
Share price of Power Finance Corporation Ltd. rises as Nifty strengthens,1.0
Share price of Biocon Ltd. rises as Nifty strengthens,1.0
Stock market update: Nifty Financial Services index gains 1%; SBI Life rises 3%,1.0
"SBI Life, Divi’s Labs gain up to 4% on inclusion in Nifty50 from September 25",1.0
Page Industries Ltd. shares up 2.6% as Nifty gains,1.0
Berger Paints (India) Ltd. shares up 1.68% as Nifty gains,1.0
Stock market update: Nifty Bank index rises over 1%; PNB climbs over 3%,1.0
Share price of Indiabulls Housing Finance Ltd. rises as Nifty strengthens,1.0
Share price of Indraprastha Gas Ltd. rises as Nifty strengthens,1.0
"Sensex rises 300 points on firm global cues; Nifty at 11,400",1.0
"Sensex rises 250 points, Nifty nears 11,400; IOB climbs 6%",1.0
"Trade Setup: Dollar rebound to vex Nifty, action shifts to broader market",1.0
"Tech View: Nifty50 forms a Doji, makes analysts wonder if it had a false breakout",0.0
Mahindra & Mahindra Financial Services Ltd. shares down 1.99% as Nifty drops,0.0
Bharti Infratel Ltd. shares down 1.19% as Nifty drops,0.0
Shree Cements Ltd. shares up 0.23% as Nifty drops,0.0
ICICI Prudential Life Insurance Company Ltd. shares down 1.43% as Nifty drops,0.0
Share price of Berger Paints (India) Ltd. falls as Nifty weakens,0.0
Stock market update: Nifty Private Bank index slips 1%; Axis Bank loses over 1%,0.0
GAIL (India) Ltd. shares up 0.3% as Nifty drops,0.0
Share price of Colgate-Palmolive (India) Ltd. falls as Nifty weakens,0.0
Apollo Hospitals Enterprise Ltd. shares up 0.39% as Nifty drops,0.0
Share price of Hindustan Petroleum Corporation Ltd. falls as Nifty weakens,0.0
Stock market update: Nifty Financial Services index falls 1%; HDFC AMC loses nearly 2%,0.0
Page Industries Ltd. shares up 0.33% as Nifty drops,0.0
MRF Ltd. shares up 0.31% as Nifty drops,0.0
Stock market update: Nifty Bank index loses over 1%; ICICI Bank slips nearly 3%,0.0
Divi's Laboratories Ltd. shares up 0.89% as Nifty drops,0.0
"Sensex drops 300 points, Nifty below 11,300; ICICI Bank sheds 2%",0.0
"Tech View: After breaching a key hurdle, Nifty forms bearish candle",0.0
"Sensex ends off day's high, up 86 points on late selloff; Nifty near 6-month high",1.0
"Sensex gives up 170 pts gains, ends 86 pts higher; Nifty tops 11,400",1.0
Stock market update: Nifty Commodities index up; Aarti Ind gains over 5%,1.0
Share price of Voltas Ltd. rises as Nifty strengthens,1.0
Share price of Havells India Ltd. rises as Nifty strengthens,1.0
Colgate-Palmolive (India) Ltd. shares up 0.58% as Nifty gains,1.0
Marico Ltd. shares up 0.11% as Nifty gains,1.0
Share price of Shree Cements Ltd. rises as Nifty strengthens,1.0
Stock market update: Nifty Realty index gains nearly 2%; Prestige Estates jumps 5%,1.0
Stock market update: Nifty PSU Bank index rises over 2%; Canara Bank jumps nearly 5%,1.0
Share price of Bajaj Holdings & Investment Ltd. rises as Nifty strengthens,1.0
Crompton Greaves Consumer Electricals Ltd. shares up 0.68% as Nifty gains,1.0
Stock market update: Nifty Media index gains over 2%; Inox leaps 7%,1.0
Aurobindo Pharma Ltd. shares up 0.51% as Nifty gains,1.0
NMDC Ltd. shares up 1.0% as Nifty gains,1.0
SBI Life Insurance Company Ltd. shares up 1.38% as Nifty gains,1.0
Share price of Biocon Ltd. rises as Nifty strengthens,1.0
Share price of Lupin Ltd. rises as Nifty strengthens,1.0
Share price of Tata Power Company Ltd. rises as Nifty strengthens,1.0
"Sensex rises 200 points on firm global cues; Nifty near 11,450",1.0
"Sensex rises 200 points, Nifty nears 11,450; Birlasoft, Uflex gain 7% each",1.0
"Tech View: Nifty50 forms a strong bullish candle, is raring to go higher",1.0
F&O: Nifty trend turns positive; it’s a buy-on-dip market now,1.0
Stock market update: Nifty CPSE index advances; ONGC climbs over 2%,1.0
Stock market update: Nifty Commodities index gains nearly 2%; Grasim Ind leaps over 7%,1.0
Stock market update: Nifty Infrastructure index rises over 1%; Interglobe Aviation climbs 4%,1.0
Lupin Ltd. shares down 1.17% as Nifty gains,1.0
Share price of Colgate-Palmolive (India) Ltd. rises as Nifty strengthens,1.0
Marico Ltd. shares up 0.62% as Nifty gains,1.0
Share price of HDFC Life Insurance Company Ltd. rises as Nifty strengthens,1.0
Indiabulls Housing Finance Ltd. shares up 1.77% as Nifty gains,1.0
